Plot 0
	name <School Pals>
	CMsg2_3 <ifChatNPCEasygoing Accept>
	Msg2_4 <\PC !!! Oh, I've missed you so much!!! How are you doing? I haven't seen you since graduation... It's been really busy in the piloting academy, I would have written but things have been so crazy the past few years.>
	CMsg2_4 <ifChatNPCPassionate Accept>
	Msg2_5 <It's good to see you, \PC ! I've been hoping you'd come over. We haven't met face to face since graduation, I think. I've been doing well at the piloting academy. Sorry I didn't write more often.>
	CMsg2_5 <ifChatNPCCheerful Accept>
	Msg2_6 <Ah, \PC , I was a bit worried you wouldn't accept my invitation. It's been very busy for me at the piloting academy. I missed you, and all of our friends from school... I should have written, I know, I just let everyone slip away.>
	CMsg2_6 <ifChatNPCMelancholy Accept>

	Msg3 <I wish our meeting could be under happier circumstances, though. I've got a problem. Tell me... Do you remember \ELEMENT 4 ? We all went to school together. I kind of remember that the two of you didn't get along.>
	Msg3_1 <There's a reason why I called you here. One of our schoolmates is in a lot of trouble. I think there's something really bad going on, and this is only the surface. Remember \ELEMENT 4 ? You two were rivals, weren't you?>
	CMsg3_1 <ifChatNPCSociable Accept>
	Msg3_2 <There's a reason why I asked you here today. Remember \ELEMENT 4 from school?>
	CMsg3_2 <ifChatNPCShy Accept>
	Msg3_3 <Well, I have a problem that I can't solve by myself. A friend of mine... one of our schoolmates... is in bad trouble. You wouldn't happen to remember \ELEMENT 4 , would you?>
	CMsg3_3 <ifChatNPCEasygoing Accept>
	Msg3_4 <As great as it is to see you today, I wish it could be under better circumstances. One of our ex-schoolmates needs help. Do you remember \ELEMENT 4 ?>
	CMsg3_4 <ifChatNPCPassionate Accept>
	Msg3_5 <Unfortunately, I've got a problem. I'm certain that you can help me with it, though. Remember your old rival \ELEMENT 4 ?>
	CMsg3_5 <ifChatNPCCheerful Accept>
	Msg3_6 <I have a very serious problem... or rather, one of our schoolmates does, and I've been entangled into it. Do you remember \ELEMENT 4 ? I seem to recall that you hated each other.>
	CMsg3_6 <ifChatNPCMelancholy Accept>

	Msg4 <I'm a bit embarassed but very happy to hear that. I missed you too. I called you here for a reason today, Tell me... Do you remember \ELEMENT 4 ? We all went to school together. I kind of remember that the two of you didn't get along.>
	Msg4_1 <Then why didn't you write me back, either!? Ah well, each one of us is just as bad as the other... I missed you too, \PC , but I wish our first meeting in so many years could be under better circumstances. Tell me, do you remember \ELEMENT 4 ?>
	CMsg4_1 <ifChatNPCSociable Accept>
	Msg4_2 <I'm glad to hear that. Unfortunately, this isn't just a social call... do you remember \ELEMENT 4 ?>
	CMsg4_2 <ifChatNPCShy Accept>
	Msg4_3 <Me too. Well, I did have a flimsy excuse for calling you here today... Do you remember \ELEMENT 4 ? We went to school together. I seem to recall that the two of you didn't get along very well.>
	CMsg4_3 <ifChatNPCEasygoing Accept>
	Msg4_4 <Not half as much as I missed you, I'll bet. I did have a rationale for calling you here. Do you remember \ELEMENT 4 from school? As I recall the two of you were rivals then.>
	CMsg4_4 <ifChatNPCPassionate Accept>
	Msg4_5 <I'm very happy to hear that! I missed you too. I hear you're a big adventurer now... Well, I'm hoping that you can help with something. Do you remember \ELEMENT 4 from our school days?>
	CMsg4_5 <ifChatNPCCheerful Accept>
	Msg4_6 <Really? I barely expected that you'd even remember me, let alone miss me... I missed you too. Um, I'm afraid that I have a problem... Tell me, do you remember \ELEMENT 4 ? We went to school together.>
	CMsg4_6 <ifChatNPCMelancholy Accept>

	Msg5 <You're right, we both should have. Anyway, there's a reason why I asked you here today. Tell me... Do you remember \ELEMENT 4 ? We all went to school together. I kind of remember that the two of you didn't get along.>
	Msg5_1 <I'm just glad to be speaking with you now. Look, I need to tell you about something... Do you remember our ex-classmate \ELEMENT 4 ? Well, \SPR E4 's mixed up in something really bad.>
	CMsg5_1 <ifChatNPCSociable Accept>
	Msg5_2 <Point taken. In any case, I had a reason for calling you here. Do you remember the name \ELEMENT 4 ?>
	CMsg5_2 <ifChatNPCShy Accept>
	Msg5_3 <Well, there's no sense in talking about the past. I called you here for a reason... Do you remember our ex-classmate \ELEMENT 4 , by any chance?>
	CMsg5_3 <ifChatNPCEasygoing Accept>
	Msg5_4 <Thanks for trying to accept part of the blame, but that still doesn't excuse me. Actually, I called you here today because one of our ex-classmates is in trouble... Do you remember \ELEMENT 4 ?>
	CMsg5_4 <ifChatNPCPassionate Accept>
	Msg5_5 <Well, that doesn't matter much anymore, now that we're both here together finally. I had a reason for calling you today... Do you remember \ELEMENT 4 ? The three of us went to school together.>
	CMsg5_5 <ifChatNPCCheerful Accept>
	Msg5_6 <No, it's my fault, I wanted to write many times... but today, I have a reason for contacting you. Tell me, do you remember \ELEMENT 4 from our school days?>
	CMsg5_6 <ifChatNPCMelancholy Accept>

	Msg6 <I can't say I'm surprised. After graduation we both applied to the academy... but during training \SPR E4 began to change. Soon \SPR E4 dropped out. I kept contact with \OPR E4 for a while. I'm certain \SPR E4 got involved in something bad...>
	Msg6_1 <That doesn't surprise me... not anymore. \ELEMENT 4 joined the academy the same time I did. A year later, something happened to \OPR E4 ... \SPR E4 stopped talking to just about everyone, then dropped out. I'm certain something very bad is going on.>
	CMsg6_1 <ifChatNPCSociable Accept>
	Msg6_2 <That sounds like \OPR E4 ... \SPR E4 has really changed since dropping out of the academy. I suspect that \SPR E4 's in some kind of trouble.>
	CMsg6_2 <ifChatNPCShy Accept>
	Msg6_3 <Is that true!? Then \SPR E4 must be even worse off than I thought... A few years ago \SPR E4 dropped out of the academy. We kept in touch for a while, but there was like a dark shadow growing across \OPR E4 . I'm certain \SPR E4 's in trouble.>
	CMsg6_3 <ifChatNPCEasygoing Accept>
	Msg6_4 <I can't believe that! The \ELEMENT 4 I know could never... of course, \SPR E4 hasn't been \OPR E4 self for a while now. There's something very bad going on. I only wish I knew more...>
	CMsg6_4 <ifChatNPCPassionate Accept>
	Msg6_5 <You're still alive, so I guess \SPR E4 couldn't have wanted to kill you very badly. Last year \SPR E4 dropped out of the academy and got involved in a bad crowd... I don't know exactly what they're up to, but I know it isn't good.>
	CMsg6_5 <ifChatNPCCheerful Accept>
	Msg6_6 <In that case \SPR E4 may already be beyond our help. \ELEMENT 4 quit the academy a year ago... there was something going on, \SPR E4 got involved with some bad people. I don't know all the details but I can tell it's very serious.>
	CMsg6_6 <ifChatNPCMelancholy Accept>

	Msg7 <After graduation both \ELEMENT 4 and I applied to the academy... but during training \SPR E4 began to change. Soon \SPR E4 dropped out. I kept contact with \OPR E4 for a while. I'm certain \SPR E4 got involved in something bad...>
	Msg7_1 <After graduating we both applied to the academy, but a short time later \ELEMENT 4 dropped out. Over the course of basic training \SPR E4 changed.  I kept contact with \OPR E4 for a while. I'm certain \SPR E4 got involved in something bad...>
	CMsg7_1 <ifChatNPCSociable Accept>
	Msg7_2 <\ELEMENT 4 went to the same piloting academy as me, but dropped out of the program suddenly and without explanation. My contact with \OPR E4 suggests that \SPR E4 got involved with some bad people.>
	CMsg7_2 <ifChatNPCShy Accept>
	Msg7_3 <\ELEMENT 4 used to be a good person... that changed after we joined the piloting academy together. I think \SPR E4 was being influenced by someone else... I really don't know what happened...>
	CMsg7_3 <ifChatNPCEasygoing Accept>
	Msg7_4 <\ELEMENT 4 really changed after graduation. After we both joined the academy, \SPR E4 would sometimes disappear for days at a time. Later \SPR E4 dropped out, without reason or explanation.>
	CMsg7_4 <ifChatNPCPassionate Accept>
	Msg7_5 <That's good. You might also remember that \SPR E4 and I both applied to the piloting academy... While there, \ELEMENT 4 changed horribly. It's like \SPR E4 joined a cult or something worse.>
	CMsg7_5 <ifChatNPCCheerful Accept>
	Msg7_6 <I guess \ELEMENT 4 is a hard person to forget... Shortly after we both joined the academy, \SPR E4 cut off all ties to \PPR E4 old friends. It's like \SPR E4 joined a cult. I'm certain something terrible is brewing...>
	CMsg7_6 <ifChatNPCMelancholy Accept>

	Msg8 <I can't say I much care for the person \SPR E4 has become... but for the person \SPR E4 used to be, and for my sake, could you go to \ELEMENT 3 and check up on \OPR E4 ? I have this awful feeling that something terrible is about to happen.>
	Msg8_1 <I would have thought you'd at least be curious as to why \SPR E4 's changed so much... Look, you're better at talking to people than me. Could you go to \ELEMENT 3 and check up on \OPR E4 ?>
	CMsg8_1 <ifG PCRep 3 0 Accept>
	Msg8_2 <That's why you're the best person to ask for this favor... I want someone to go to \ELEMENT 3 , and see what \ELEMENT 4 's up to. I have this awful feeling that something terrible is about to happen.>
	CMsg8_2 <ifG 0 PCRep 3 Accept>
	Msg8_3 <But there's something weird going on, and I'm quite sure you won't let your feelings get in the way of finding out what... The people who've corrupted \ELEMENT 4 are into some bad stuff. Could you go to \ELEMENT 3 and check up on \OPR E4 ?>
	CMsg8_3 <ifG PCRep 4 0 Accept>
	Msg8_4 <This could be more important than just your feelings... The people who've corrupted \ELEMENT 4 are plotting something big. Could you go to \ELEMENT 3 and check up on \OPR E4 ? This could be dangerous to us all.>
	CMsg8_4 <ifG 0 PCRep 4 Accept>
	Msg8_5 <I know, but we were schoolmates after all... You can't just throw that history away. For the friend that \SPR E4 used to be, and for my sake, could you go to \ELEMENT 3 and check up on \OPR E4 ?>
	CMsg8_5 <ifG PCRep 5 0 Accept>
	Msg8_6 <I keep hanging on to this feeling that the old \ELEMENT 4 can still be rescued... That maybe \SPR E4 isn't dead yet. Please, go to \ELEMENT 3 and see if you can talk any sense into \OPR E4 . Do it for me, if for no other reason.>
	CMsg8_6 <ifG 0 PCRep 5 Accept>

	Msg9 <Go to \ELEMENT 3 and talk to \OPR E4 . You know, \SPR E4 used to really look up to you in our school days. That's why \SPR E4 decided to be a pilot. Please do this for me. I have this awful feeling that something terrible is about to happen.>
	Msg9_1 <I recently got an email from \ELEMENT 4 ... \SPR E4 's in \ELEMENT 3 . If you could go there and talk with \OPR E4 , we could find out what's going on...>
	CMsg9_1 <ifChatNPCSociable Accept>
	Msg9_2 <I got an email from \OPR E4 recently. There's more going on than \SPR E4 's willing to say. If you go there and speak with \OPR E4 we could find out what's really behind all this.>
	CMsg9_2 <ifChatNPCShy Accept>
	Msg9_3 <Nothing much, just go to \ELEMENT 3 and talk with \OPR E4 . Maybe we can find out what's been going on.>
	CMsg9_3 <ifChatNPCEasygoing Accept>
	Msg9_4 <I've become convinced that \SPR E4 is involved in some huge conspiracy. But, for the friend \SPR E4 once was, I hope \SPR E4 can still be saved... Go to \ELEMENT 3 and seek \OPR E4 out.>
	CMsg9_4 <ifChatNPCPassionate Accept>
	Msg9_5 <I got an email from \OPR E4 ... It kind of sounded like a cry for help. I'd like you to go to \ELEMENT 3 and find out what's happened to \OPR E4 . I'm certain \SPR E4 can still be rescued. I hope so...>
	CMsg9_5 <ifChatNPCCheerful Accept>
	Msg9_6 <I don't know... I don't know if anything can be done. But I got an email recently saying \SPR E4 'd be in \ELEMENT 3 . Maybe you could go talk with \OPR E4 ?>
	CMsg9_6 <ifChatNPCMelancholy Accept>

	Msg10 <\ELEMENT 2 in \ELEMENT 1 asked you to speak with \ELEMENT 4 in \ELEMENT 3 .>
	Msg11 <Your school friend \ELEMENT 2 sent you to talk with \ELEMENT 4 .>
	Prompt1 <It's great to see you!>
	Prompt1_1 <It's very good to see you again!>
	Prompt2 <I missed you very much...>
	Prompt2_1 <I've missed you, these long years.>
	Prompt3 <Eh, I should've written to you too.>
	Prompt3_1 <I'm the one who should have written to you...>
	Prompt4 <That bastard tried to kill me.>
	Prompt4_1 <\ELEMENT 4 tried to kill me.>
	Prompt5 <Yes, I remember.>
	Prompt5_1 <Oh, I remember, all right...>
	Prompt6 <I don't care about \ELEMENT 4 .>
	Prompt6_1 <I could care less about \ELEMENT 4 .>
	Prompt7 <What do you expect me to do about \OPR E4 ?>
	Prompt7_1 <So what do you want from me?>


	Persona 4
	greeting <EndChat Say 1 History 4 AddChat 1 AddChat 2>
	result1 <EndChat Say 2 Reputation 4 -d10>
	result2 <EndCHat Say 3 AddChat 3 AddChat 4>
	result3 <EndChat Say 5>
	result4 <EndChat Say 6 AddChat 5 AddChat 6>
	result5 <EndChat ifG 5 TruePCSkillVal 24 else GoR5Fail Say 8 AddChat 7 AddChat 8>
	GoR5Fail <Say 7>
	result6 <EndChat ifG PCRep 1 25 else GoR6Fail Say 10 AddChat 7 AddChat 8>
	GoR6Fail <Say 9>
	result7 <EndChat ifG PCRep 4 0 else GoR7Fail Say 11 P= 4 1>
	GoR7Fail <Say 12>
	result8 <EndChat ifG 0 PCRep 4 else GoR8Fail Say 13 P= 4 1>
	GoR8Fail <Say 14>
	Msg1 <Why are you here? That fool \ELEMENT 2 sent you, didn't \SPR E2 ? I told \OPR E2 that I didn't need \OPR E2 anymore... \ELEMENT 6 has turned me into a greater pilot than I ever dreamt possible!>
	Msg1_1 <Ah, if it isn't my old friend \PC ... Well, you're too late to interfere in my mission for \ELEMENT 6 , since it's already been completed!>
	CMsg1_1 <ifChatNPCSociable Accept>
	Msg1_2 <Greetings \PC . I hope you're not here to stop me... my mission for \ELEMENT 6 has already been completed.>
	CMsg1_2 <ifChatNPCShy Accept>
	Msg1_3 <\PC , you must be here to continue our battle... Well, I'm afraid that I'll have to disappoint you; \ELEMENT 6 has business for me elsewhere.>
	CMsg1_3 <ifChatNPCEasygoing Accept>
	Msg1_4 <How did you find me!? You must be in league with that \ELEMENT 2 ... no matter, \ELEMENT 6 will deal with \OPR E2 soon enough. What do you want?>
	CMsg1_4 <ifChatNPCPassionate Accept>
	Msg1_5 <Ah, so \PC has come to play with me once again. I'm sorry but \ELEMENT 6 has other things for me to do.>
	CMsg1_5 <ifChatNPCCheerful Accept>
	Msg1_6 <You! I should have killed you when I had the chance... Why have you come here today? You cannot defeat me; \ELEMENT 6 has made me a greater warrior than ever dreamed possible!>
	CMsg1_6 <ifChatNPCMelancholy Accept>

	Msg2 <Then you'll be disappointed I'm afraid. I have other things to take care of... My men will handle you by themselves.>
	Msg2_1 <Destroy me? Oh, I think not. I've been taking GARU Serum... my abilities have been multiplied far beyond the levels of a mere human such as yourself. I would demonstrate this to you, but duty calls.>
	CMsg2_1 <ifChatNPCSociable Accept>
	Msg2_2 <It will be you who dies instead. Men, destroy \PC .>
	CMsg2_2 <ifChatNPCShy Accept>
	Msg2_3 <No thanks, but as a parting gift I'll leave my men to fight you. If you survive maybe we'll meet again.>
	CMsg2_3 <ifChatNPCEasygoing Accept>
	Msg2_4 <It's beneath my dignity to accept a challenge from one such as you. Since taking GARU serum my abilities have increased a hundred fold. My men will prove more than sufficient to defeat you.>
	CMsg2_4 <ifChatNPCPassionate Accept>
	Msg2_5 <It's not me who's going to get destroyed today, \PC . I'm off but my men can easily defeat you on their own. Have fun with them.>
	CMsg2_5 <ifChatNPCCheerful Accept>
	Msg2_6 <You may not live to regret your empty threat, \PC ... I don't have the luxury of killing you myself today, but I'm sure my men will be more than up to the task. Goodbye.>
	CMsg2_6 <ifChatNPCMelancholy Accept>

	Msg3 <Why? I had nothing! You were always better than me... \ELEMENT 2 always loved you more, no matter what I did... It was \ELEMENT 6 that showed how my dreams can be realized! They gave me the power to destroy you!>
	Msg3_1 <It's too late to talk! You took the one thing that used to matter to me, in the person of \ELEMENT 2 ... but now I've found something else, now all I care about is power! And \ELEMENT 6 has given me more than you can ever dream of!>
	CMsg3_1 <ifChatNPCSociable Accept>
	Msg3_2 <You should know that I have no desire to talk. All I want is to kill you.>
	CMsg3_2 <ifChatNPCShy Accept>
	Msg3_3 <Then talk. Just keep in mind that no matter what you say, I'm still going to kill you.>
	CMsg3_3 <ifChatNPCEasygoing Accept>
	Msg3_4 <All my life I've tried to prove myself equal to you... Now, at last, thanks to \ELEMENT 6 I am stronger than you could ever dream! They gave me the power to destroy you!>
	CMsg3_4 <ifChatNPCPassionate Accept>
	Msg3_5 <My, but you are the eternal optimist... Do you really think you can talk me out of destroying you, now that I've been given the power to do just that?>
	CMsg3_5 <ifChatNPCCheerful Accept>
	Msg3_6 <There's nothing you could say. All of my dreams were crushed by you... \ELEMENT 2 would never be with me, as long as you lived... But \ELEMENT 6 has given me the power to take revenge!>
	CMsg3_6 <ifChatNPCMelancholy Accept>

	Msg4 <\ELEMENT 4 revealed that \SPR E4 was working for \ELEMENT 6 .>
	Msg5 <You'll have to prove yourself worthy of my new talents first. I've been taking GARU serum... it's boosted my abilities to beyond human levels. My men should be able to kill you themselves. If not, then we'll meet again someday...>
	Msg5_1 <I'd love to stay and chat with you some more, but I will shortly be needed elsewhere. If you're determined to fight then my men should prove more than capable of defeating you themselves.>
	CMsg5_1 <ifChatNPCSociable Accept>
	Msg5_2 <I've no time for this. My men will make short work of you. Goodbye, \PC .>
	CMsg5_2 <ifChatNPCShy Accept>
	Msg5_3 <Not today, I'm afraid. I'll have to apologize for leaving early... but my men should be more than sufficient to destroy you themselves.>
	CMsg5_3 <ifChatNPCEasygoing Accept>
	Msg5_4 <Do you really think you're capable of such a feat? I've been given GARU serum by \ELEMENT 6 . My abilities have advanced far beyond the limits of a mere human such as yourself. My men can finish you off themselves...>
	CMsg5_4 <ifChatNPCPassionate Accept>
	Msg5_5 <As much as I'd love to stay and play with you, I'm afraid that I really must be off. My men will be able to defeat you themselves. Try to put up an entertaining fight.>
	CMsg5_5 <ifChatNPCCheerful Accept>
	Msg5_6 <I'm afraid that I don't have time to stay and watch your death... important business calls me elsewhere. Goodbye.>
	CMsg5_6 <ifChatNPCMelancholy Accept>

	Msg6 <I've been taking GARU serum. My abilities have been pumped to beyond human levels... Now, I am far more powerful than you! I no longer have to feel the shame of being second best! When \ELEMENT 6 takes over, I will be a lord!>
	Msg6_1 <They've given me GARU serum... it's boosted my abilities far beyond human levels! They told me that it's completely safe... When \ELEMENT 6 takes over, I will be a lord of the new Earth!>
	CMsg6_1 <ifChatNPCSociable Accept>
	Msg6_2 <You know, training, study, plus some experimental medical procedures... I am moving beyond all limits, transforming into a god!>
	CMsg6_2 <ifChatNPCShy Accept>
	Msg6_3 <I've done nothing but seize the power which always should have been mine... \ELEMENT 6 has provided me with GARU serum. It's increased my abilities a hundred fold!>
	CMsg6_3 <ifChatNPCEasygoing Accept>
	Msg6_4 <Isn't it obvious? I am becoming a god! My benefactors have provided me with GARU serum, the soul of the dragon... I am evolving so quickly... When \ELEMENT 6 immanentizes the eschaton, I will be a lord of the New World Order!>
	CMsg6_4 <ifChatNPCPassionate Accept>
	Msg6_5 <Isn't it wonderful? This is the effect of GARU serum... My body is rebuilding itself on a molecular level. I am becoming a god!>
	CMsg6_5 <ifChatNPCCheerful Accept>
	Msg6_6 <In every battle... there are some sacrifices to be made. My masters in \ELEMENT 6 have provided me with GARU serum. My body is evolving, becoming something else, something better... I have so much power, you can't understand it...>
	CMsg6_6 <ifChatNPCMelancholy Accept>

	Msg7 <That could apply to both of us, couldn't it? Well, my masters have ordered me elsewhere. My men should be able to handle you by themselves. Goodbye, old friend... may your death be more painless than my life has been...>
	Msg7_1 <It's well known that you have precious little humanity left yourself. Don't worry- when you die, I'll have my men recycle you. Goodbye, \PC ...>
	CMsg7_1 <ifChatNPCSociable Accept>
	Msg7_2 <That's a small price to pay for ultimate power. Goodbye, \PC ... my men will prove more than able to destroy you themselves.>
	CMsg7_2 <ifChatNPCShy Accept>
	Msg7_3 <Eh, what did my humanity ever do for me? It's a small thing to trade in exchange for ultimate power.  My men should be able to handle you by themselves. Goodbye, old friend...>
	CMsg7_3 <ifChatNPCEasygoing Accept>
	Msg7_4 <That's right! I'm becoming something far better than a mere human! I would stay here to destroy you, as a demonstration of my godlike abilities, but I must be off... my men can handle you themselves.>
	CMsg7_4 <ifChatNPCPassionate Accept>
	Msg7_5 <Why do you lie? I'm not losing anything, just gaining ultimate power! Goodbye, \PC ... my men should be more than capable of destroying you themselves.>
	CMsg7_5 <ifChatNPCCheerful Accept>
	Msg7_6 <Perhaps I never had any in the first place... In any event it is a far greater thing I will become, than that pitiful creature I once was... Goodbye, \PC . I must be off, but will leave my men to destroy you.>
	CMsg7_6 <ifChatNPCMelancholy Accept>

	Msg8 <You can't speak of me that way! I'm powerful! No-one has the right to... but, it's too late. My choices have been made. There's no way to redemption for me any more, is there?>
	Msg8_1 <You're right... soon I will no longer be able to show my face in public, cut off forever from the rest of humanity... But my choice has been made. Even if I wanted to change, there's no going back now, is there?>
	CMsg8_1 <ifChatNPCSociable Accept>
	Msg8_2 <What does it profit one to gain the world, if \SPR E4 loses \PPR E4 soul? But, no... it's too late for me to turn back. There's no other path for me to take.>
	CMsg8_2 <ifChatNPCShy Accept>
	Msg8_3 <If I had any "humanity" I wouldn't have started this process in the first place, would I? But even that doesn't matter any more... The transformation has started and there's no way out for me.>
	CMsg8_3 <ifChatNPCEasygoing Accept>
	Msg8_4 <Don't talk about me as if I'm some kind of loser! I'm powerful now! More powerful than you, even! There's no going back from this point... is there?>
	CMsg8_4 <ifChatNPCPassionate Accept>
	Msg8_5 <Can't make an omelette without breaking a few eggs. Even if I wanted to change, there's no other path before me, is there?>
	CMsg8_5 <ifChatNPCCheerful Accept>
	Msg8_6 <If I have to destroy myself, then so be it... better to become a monster than to remain what I was before... there is no other choice for me, is there?>
	CMsg8_6 <ifChatNPCMelancholy Accept>

	Msg9 <You've never cared about anyone but yourself, for as long as you've been alive... \ELEMENT 6 has given me exactly what I need. When my men kill you, I'll laugh on your corpse. Goodbye old friend...>
	Msg9_1 <I'm supposed to believe that you suddenly started caring about people just now? I've known you long enough to know that you care only about yourself. Goodbye, \PC .>
	CMsg9_1 <ifChatNPCSociable Accept>
	Msg9_2 <It's you who will need help, once my men are finished with you. Goodbye \PC .>
	CMsg9_2 <ifChatNPCShy Accept>
	Msg9_3 <\PC , that crap might work on everyone else but I know you too well. You care about nothing but yourself, and after my men have killed you the world will be better for it. Goodbye.>
	CMsg9_3 <ifChatNPCEasygoing Accept>
	Msg9_4 <I need nothing from anyone, least of all help from an insect like you! I've suffered your insolence for long enough. Now, my men will make short work of you!>
	CMsg9_4 <ifChatNPCPassionate Accept>
	Msg9_5 <Is that supposed to be funny? I don't need help... \ELEMENT 6 has given me everything I've ever wanted, especially the power to destroy you!>
	CMsg9_5 <ifChatNPCCheerful Accept>
	Msg9_6 <There's no help for me, my destiny is sealed... Goodbye \PC . May your death be far less painful than my life has been.>
	CMsg9_6 <ifChatNPCMelancholy Accept>

	Msg10 <What kind of help can you offer me? I am no longer a mere human... there is no way back from where I am now. Can't you see that?>
	Msg10_1 <What kind of help? My transformation has progressed too far... My lust for power has brought me to this place... there is no way back from where I am now. Can't you see that?>
	CMsg10_1 <ifChatNPCSociable Accept>
